,PMID,PMID_link,PMID_web,PMC,PMC_link,PMC_web
21,32682618,https://pubmed.ncbi.nlm.nih.gov/32682618/,True,PMC,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC/,False
22,32703743,https://pubmed.ncbi.nlm.nih.gov/32703743/,True,PMC7332930,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7332930/,True
23,32703906,https://pubmed.ncbi.nlm.nih.gov/32703906/,True,PMC7402631,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7402631/,True
24,32743571,https://pubmed.ncbi.nlm.nih.gov/32743571/,True,PMC7386488,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7386488/,True
25,32763137,https://pubmed.ncbi.nlm.nih.gov/32763137/,True,PMC7409978,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7409978/,True
26,32779401,https://pubmed.ncbi.nlm.nih.gov/32779401/,True,PMC7483416,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7483416/,True
27,32783919,https://pubmed.ncbi.nlm.nih.gov/32783919/,True,PMC7392193,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7392193/,True
28,32817961,https://pubmed.ncbi.nlm.nih.gov/32817961/,True,PMC7430605,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7430605/,True
29,32825605,https://pubmed.ncbi.nlm.nih.gov/32825605/,True,PMC7565037,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7565037/,True
30,32866963,https://pubmed.ncbi.nlm.nih.gov/32866963/,True,PMC7566073,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7566073/,True
31,32873791,https://pubmed.ncbi.nlm.nih.gov/32873791/,True,PMC7463158,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7463158/,True
32,32910806,https://pubmed.ncbi.nlm.nih.gov/32910806/,True,PMC7685744,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7685744/,True
33,32913042,https://pubmed.ncbi.nlm.nih.gov/32913042/,True,PMC7642117,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7642117/,True
34,32943267,https://pubmed.ncbi.nlm.nih.gov/32943267/,True,PMC,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC/,False
35,32959872,https://pubmed.ncbi.nlm.nih.gov/32959872/,True,PMC8161642,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8161642/,True
36,32967006,https://pubmed.ncbi.nlm.nih.gov/32967006/,True,PMC,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC/,False
37,32971825,https://pubmed.ncbi.nlm.nih.gov/32971825/,True,PMC7551194,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7551194/,True
38,32976769,https://pubmed.ncbi.nlm.nih.gov/32976769/,True,PMC7572813,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7572813/,True
39,33034095,https://pubmed.ncbi.nlm.nih.gov/33034095/,True,PMC7675325,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7675325/,True
40,33046650,https://pubmed.ncbi.nlm.nih.gov/33046650/,True,PMC7604487,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7604487/,True
41,33092070,https://pubmed.ncbi.nlm.nih.gov/33092070/,True,PMC7589362,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7589362/,True
42,33096040,https://pubmed.ncbi.nlm.nih.gov/33096040/,True,PMC7772752,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7772752/,True
43,33115871,https://pubmed.ncbi.nlm.nih.gov/33115871/,True,PMC7944441,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7944441/,True
44,33232870,https://pubmed.ncbi.nlm.nih.gov/33232870/,True,PMC7679520,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7679520/,True
45,33288923,https://pubmed.ncbi.nlm.nih.gov/33288923/,True,PMC,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC/,False
46,33306985,https://pubmed.ncbi.nlm.nih.gov/33306985/,True,PMC7707640,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7707640/,True
47,33323511,https://pubmed.ncbi.nlm.nih.gov/33323511/,True,PMC7773984,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7773984/,True
48,33330907,https://pubmed.ncbi.nlm.nih.gov/33330907/,True,PMC8206799,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8206799/,True
49,33348607,https://pubmed.ncbi.nlm.nih.gov/33348607/,True,PMC7766959,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7766959/,True
50,33398264,https://pubmed.ncbi.nlm.nih.gov/33398264/,True,PMC7781328,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7781328/,True
51,33398269,https://pubmed.ncbi.nlm.nih.gov/33398269/,True,PMC7781304,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7781304/,True
52,33408181,https://pubmed.ncbi.nlm.nih.gov/33408181/,True,PMC7919858,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7919858/,True
53,33464672,https://pubmed.ncbi.nlm.nih.gov/33464672/,True,PMC8014308,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8014308/,True
54,33468695,https://pubmed.ncbi.nlm.nih.gov/33468695/,True,PMC7845638,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7845638/,True
55,33476549,https://pubmed.ncbi.nlm.nih.gov/33476549/,True,PMC7755577,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7755577/,True
56,33498232,https://pubmed.ncbi.nlm.nih.gov/33498232/,True,PMC7909259,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7909259/,True
57,33503432,https://pubmed.ncbi.nlm.nih.gov/33503432/,True,PMC7888560,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7888560/,True
58,33536277,https://pubmed.ncbi.nlm.nih.gov/33536277/,True,PMC,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC/,False
59,33568453,https://pubmed.ncbi.nlm.nih.gov/33568453/,True,PMC8544889,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8544889/,True
60,33589636,https://pubmed.ncbi.nlm.nih.gov/33589636/,True,PMC7884400,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7884400/,True
61,33589825,https://pubmed.ncbi.nlm.nih.gov/33589825/,True,PMC8315827,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8315827/,True
62,33593910,https://pubmed.ncbi.nlm.nih.gov/33593910/,True,PMC7923359,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7923359/,True
63,33593972,https://pubmed.ncbi.nlm.nih.gov/33593972/,True,PMC8545130,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8545130/,True
64,33593976,https://pubmed.ncbi.nlm.nih.gov/33593976/,True,PMC8545089,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8545089/,True
65,33603732,https://pubmed.ncbi.nlm.nih.gov/33603732/,True,PMC7884748,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7884748/,True
66,33637783,https://pubmed.ncbi.nlm.nih.gov/33637783/,True,PMC7910541,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7910541/,True
67,33653892,https://pubmed.ncbi.nlm.nih.gov/33653892/,True,PMC8092267,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8092267/,True
68,33654128,https://pubmed.ncbi.nlm.nih.gov/33654128/,True,PMC7925519,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7925519/,True
69,33658342,https://pubmed.ncbi.nlm.nih.gov/33658342/,True,PMC8139674,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8139674/,True
70,33691060,https://pubmed.ncbi.nlm.nih.gov/33691060/,True,PMC8008743,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8008743/,True
71,33692193,https://pubmed.ncbi.nlm.nih.gov/33692193/,True,PMC8546680,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8546680/,True
72,33723416,https://pubmed.ncbi.nlm.nih.gov/33723416/,True,PMC7958099,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7958099/,True
73,33735274,https://pubmed.ncbi.nlm.nih.gov/33735274/,True,PMC7971484,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7971484/,True
74,33746985,https://pubmed.ncbi.nlm.nih.gov/33746985/,True,PMC7965973,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7965973/,True
75,33756084,https://pubmed.ncbi.nlm.nih.gov/33756084/,True,PMC,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC/,False
76,33758875,https://pubmed.ncbi.nlm.nih.gov/33758875/,True,PMC7987034,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7987034/,True
77,33795856,https://pubmed.ncbi.nlm.nih.gov/33795856/,True,PMC8014893,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8014893/,True
78,33805245,https://pubmed.ncbi.nlm.nih.gov/33805245/,True,PMC8064354,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8064354/,True
79,33822097,https://pubmed.ncbi.nlm.nih.gov/33822097/,True,PMC8083569,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8083569/,True
80,33846703,https://pubmed.ncbi.nlm.nih.gov/33846703/,True,PMC8026167,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8026167/,True
81,33853960,https://pubmed.ncbi.nlm.nih.gov/33853960/,True,PMC8316128,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8316128/,True
82,33921722,https://pubmed.ncbi.nlm.nih.gov/33921722/,True,PMC8072926,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8072926/,True
83,33923198,https://pubmed.ncbi.nlm.nih.gov/33923198/,True,PMC8145662,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8145662/,True
84,33947773,https://pubmed.ncbi.nlm.nih.gov/33947773/,True,PMC8224265,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8224265/,True
85,33951417,https://pubmed.ncbi.nlm.nih.gov/33951417/,True,PMC8049468,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8049468/,False
86,33957320,https://pubmed.ncbi.nlm.nih.gov/33957320/,True,PMC8129802,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8129802/,True
87,33976217,https://pubmed.ncbi.nlm.nih.gov/33976217/,True,PMC8113517,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8113517/,False
88,33979408,https://pubmed.ncbi.nlm.nih.gov/33979408/,True,PMC8115840,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8115840/,False
89,34011948,https://pubmed.ncbi.nlm.nih.gov/34011948/,True,PMC8134492,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8134492/,False
90,34013263,https://pubmed.ncbi.nlm.nih.gov/34013263/,True,PMC8132219,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8132219/,False
91,34022127,https://pubmed.ncbi.nlm.nih.gov/34022127/,True,PMC8101792,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8101792/,False
92,34031662,https://pubmed.ncbi.nlm.nih.gov/34031662/,True,PMC8142662,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8142662/,False
93,34051441,https://pubmed.ncbi.nlm.nih.gov/34051441/,True,PMC8149267,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8149267/,False
94,34066605,https://pubmed.ncbi.nlm.nih.gov/34066605/,True,PMC8148565,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8148565/,False
95,34067435,https://pubmed.ncbi.nlm.nih.gov/34067435/,True,PMC8224597,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8224597/,False
96,34069462,https://pubmed.ncbi.nlm.nih.gov/34069462/,True,PMC8159081,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8159081/,False
97,34078743,https://pubmed.ncbi.nlm.nih.gov/34078743/,True,PMC,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC/,False
98,34126773,https://pubmed.ncbi.nlm.nih.gov/34126773/,True,PMC8263001,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8263001/,False
99,34127298,https://pubmed.ncbi.nlm.nih.gov/34127298/,True,PMC,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC/,False
100,34140350,https://pubmed.ncbi.nlm.nih.gov/34140350/,True,PMC8271735,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8271735/,False
101,34145263,https://pubmed.ncbi.nlm.nih.gov/34145263/,True,PMC8213790,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8213790/,False
102,34153975,https://pubmed.ncbi.nlm.nih.gov/34153975/,True,PMC8349859,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8349859/,False
103,34160258,https://pubmed.ncbi.nlm.nih.gov/34160258/,True,PMC8354223,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8354223/,False
104,34172783,https://pubmed.ncbi.nlm.nih.gov/34172783/,True,PMC8233421,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8233421/,False
105,34182569,https://pubmed.ncbi.nlm.nih.gov/34182569/,True,PMC8935394,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8935394/,False
106,34192529,https://pubmed.ncbi.nlm.nih.gov/34192529/,True,PMC8185186,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8185186/,False
107,34196304,https://pubmed.ncbi.nlm.nih.gov/34196304/,True,PMC8245176,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8245176/,False
108,34197595,https://pubmed.ncbi.nlm.nih.gov/34197595/,True,PMC8915434,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8915434/,False
109,34204268,https://pubmed.ncbi.nlm.nih.gov/34204268/,True,PMC8234572,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8234572/,False
110,34218981,https://pubmed.ncbi.nlm.nih.gov/34218981/,True,PMC8578193,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8578193/,False
111,34239135,https://pubmed.ncbi.nlm.nih.gov/34239135/,True,PMC,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC/,False
112,34242572,https://pubmed.ncbi.nlm.nih.gov/34242572/,True,PMC8238657,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8238657/,False
113,34262052,https://pubmed.ncbi.nlm.nih.gov/34262052/,True,PMC8280206,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8280206/,False
114,34263025,https://pubmed.ncbi.nlm.nih.gov/34263025/,True,PMC8246561,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8246561/,False
115,34311574,https://pubmed.ncbi.nlm.nih.gov/34311574/,True,PMC8406178,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8406178/,False
116,34315826,https://pubmed.ncbi.nlm.nih.gov/34315826/,True,PMC,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC/,False
117,34338229,https://pubmed.ncbi.nlm.nih.gov/34338229/,True,PMC8321562,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8321562/,False
118,34341799,https://pubmed.ncbi.nlm.nih.gov/34341799/,True,PMC8328067,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8328067/,False
119,34351920,https://pubmed.ncbi.nlm.nih.gov/34351920/,True,PMC8341655,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8341655/,False
120,34358209,https://pubmed.ncbi.nlm.nih.gov/34358209/,True,PMC8310220,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8310220/,False
121,34362603,https://pubmed.ncbi.nlm.nih.gov/34362603/,True,PMC8744187,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8744187/,False
122,34368647,https://pubmed.ncbi.nlm.nih.gov/34368647/,True,PMC8324485,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8324485/,False
123,34372526,https://pubmed.ncbi.nlm.nih.gov/34372526/,True,PMC8310314,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8310314/,False
124,34416408,https://pubmed.ncbi.nlm.nih.gov/34416408/,True,PMC,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC/,False
125,34440612,https://pubmed.ncbi.nlm.nih.gov/34440612/,True,PMC8394687,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8394687/,False
126,34442723,https://pubmed.ncbi.nlm.nih.gov/34442723/,True,PMC8398386,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8398386/,False
127,34452004,https://pubmed.ncbi.nlm.nih.gov/34452004/,True,PMC8402307,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8402307/,False
128,34464596,https://pubmed.ncbi.nlm.nih.gov/34464596/,True,PMC8367776,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8367776/,False
129,34475872,https://pubmed.ncbi.nlm.nih.gov/34475872/,True,PMC8406686,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8406686/,False
130,34478484,https://pubmed.ncbi.nlm.nih.gov/34478484/,True,PMC8445419,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8445419/,False
131,34485597,https://pubmed.ncbi.nlm.nih.gov/34485597/,True,PMC8390451,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8390451/,False
132,34485950,https://pubmed.ncbi.nlm.nih.gov/34485950/,True,PMC8405506,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8405506/,False
133,34494026,https://pubmed.ncbi.nlm.nih.gov/34494026/,True,PMC8423223,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8423223/,False
134,34517754,https://pubmed.ncbi.nlm.nih.gov/34517754/,True,PMC8546861,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8546861/,False
135,34523961,https://pubmed.ncbi.nlm.nih.gov/34523961/,True,PMC8577348,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8577348/,False
136,34545372,https://pubmed.ncbi.nlm.nih.gov/34545372/,True,PMC8452111,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8452111/,False
137,34570829,https://pubmed.ncbi.nlm.nih.gov/34570829/,True,PMC8496794,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8496794/,False
138,34603303,https://pubmed.ncbi.nlm.nih.gov/34603303/,True,PMC8481386,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8481386/,False
139,34603333,https://pubmed.ncbi.nlm.nih.gov/34603333/,True,PMC8481571,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8481571/,False
140,34611365,https://pubmed.ncbi.nlm.nih.gov/34611365/,True,PMC,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC/,False
141,34663813,https://pubmed.ncbi.nlm.nih.gov/34663813/,True,PMC8523698,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8523698/,False
142,34671773,https://pubmed.ncbi.nlm.nih.gov/34671773/,True,PMC8528081,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8528081/,False
143,34679115,https://pubmed.ncbi.nlm.nih.gov/34679115/,True,PMC8535392,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8535392/,False
144,34688034,https://pubmed.ncbi.nlm.nih.gov/34688034/,True,PMC8527879,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8527879/,False
145,34691043,https://pubmed.ncbi.nlm.nih.gov/34691043/,True,PMC8528956,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8528956/,False
146,34696495,https://pubmed.ncbi.nlm.nih.gov/34696495/,True,PMC8540770,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8540770/,False
147,34704832,https://pubmed.ncbi.nlm.nih.gov/34704832/,True,PMC8549747,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8549747/,False
148,34706273,https://pubmed.ncbi.nlm.nih.gov/34706273/,True,PMC8523488,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8523488/,False
149,34731647,https://pubmed.ncbi.nlm.nih.gov/34731647/,True,PMC8665115,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8665115/,False
150,34739850,https://pubmed.ncbi.nlm.nih.gov/34739850/,True,PMC8531199,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8531199/,False
151,34751268,https://pubmed.ncbi.nlm.nih.gov/34751268/,True,PMC8575138,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8575138/,False
152,34773048,https://pubmed.ncbi.nlm.nih.gov/34773048/,True,PMC8589955,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8589955/,False
153,34774792,https://pubmed.ncbi.nlm.nih.gov/34774792/,True,PMC8579698,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8579698/,False
154,34781736,https://pubmed.ncbi.nlm.nih.gov/34781736/,True,PMC8593667,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8593667/,False
155,34806193,https://pubmed.ncbi.nlm.nih.gov/34806193/,True,PMC9011518,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9011518/,False
156,34809451,https://pubmed.ncbi.nlm.nih.gov/34809451/,True,PMC8609353,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8609353/,False
157,34812429,https://pubmed.ncbi.nlm.nih.gov/34812429/,True,PMC8599018,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8599018/,False
158,34824251,https://pubmed.ncbi.nlm.nih.gov/34824251/,True,PMC8617042,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8617042/,False
159,34832509,https://pubmed.ncbi.nlm.nih.gov/34832509/,True,PMC8625041,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8625041/,False
160,34835041,https://pubmed.ncbi.nlm.nih.gov/34835041/,True,PMC8624148,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8624148/,False
161,34835431,https://pubmed.ncbi.nlm.nih.gov/34835431/,True,PMC8619416,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8619416/,False
162,34845442,https://pubmed.ncbi.nlm.nih.gov/34845442/,True,PMC8629200,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8629200/,False
163,34846168,https://pubmed.ncbi.nlm.nih.gov/34846168/,True,PMC8817234,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8817234/,False
164,34852217,https://pubmed.ncbi.nlm.nih.gov/34852217/,True,PMC8566475,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8566475/,False
165,34868082,https://pubmed.ncbi.nlm.nih.gov/34868082/,True,PMC8637447,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8637447/,False
166,34871810,https://pubmed.ncbi.nlm.nih.gov/34871810/,True,PMC8641981,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8641981/,False
167,34873279,https://pubmed.ncbi.nlm.nih.gov/34873279/,True,PMC8647067,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8647067/,False
168,34876702,https://pubmed.ncbi.nlm.nih.gov/34876702/,True,PMC8649989,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8649989/,False
169,34890255,https://pubmed.ncbi.nlm.nih.gov/34890255/,True,PMC8762609,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8762609/,False
170,34891165,https://pubmed.ncbi.nlm.nih.gov/34891165/,True,PMC8689782,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8689782/,False
171,34907214,https://pubmed.ncbi.nlm.nih.gov/34907214/,True,PMC8671391,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8671391/,False
172,34921149,https://pubmed.ncbi.nlm.nih.gov/34921149/,True,PMC8683408,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8683408/,False
173,34931200,https://pubmed.ncbi.nlm.nih.gov/34931200/,True,PMC8687471,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8687471/,False
174,34936487,https://pubmed.ncbi.nlm.nih.gov/34936487/,True,PMC8906421,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8906421/,False
175,34942633,https://pubmed.ncbi.nlm.nih.gov/34942633/,True,PMC8828479,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8828479/,False
176,34965382,https://pubmed.ncbi.nlm.nih.gov/34965382/,True,PMC8648673,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8648673/,False
177,34970279,https://pubmed.ncbi.nlm.nih.gov/34970279/,True,PMC8712562,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8712562/,False
178,34981042,https://pubmed.ncbi.nlm.nih.gov/34981042/,True,PMC8722605,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8722605/,False
